id_venta,fecha,id_cliente,id_producto,id_sucursal,cantidad,precio_unitario,descuento,costo_unitario,ingreso,costo,margen
1366,2024-01-05,C0075,P017,S03,20,1566.86,0.1,1612.0,31337.2,32240.0,-902.8
14474,2024-01-06,C0733,P037,S03,5,4310.0,0.0,3280.0,21550.0,16400.0,5150.0
5072,2024-01-06,C0258,P012,S02,3,1490.0,0.0,920.0,4470.0,2760.0,1710.0
14475,2024-01-06,C0733,P002,S03,2,1026.0,0.05,689.0,2052.0,1378.0,674.0
11986,2024-01-06,C0596,P037,S02,3,4310.0,0.0,3280.0,12930.0,9840.0,3090.0
5073,2024-01-06,C0258,P009,S02,1,585.63,0.25,723.0,585.63,723.0,-137.37
5140,2024-01-06,C0260,P024,S03,16,1377.5,0.05,987.0,22040.0,15792.0,6248.0
5139,2024-01-06,C0260,P026,S03,23,1390.0,0.0,855.0,31970.0,19665.0,12305.0
2071,2024-01-06,C0112,P001,S03,15,1440.0,0.0,996.0,21600.0,14940.0,6660.0
1772,2024-01-06,C0095,P026,S03,5,1390.0,0.0,855.0,6950.0,4275.0,2675.0
14596,2024-01-06,C0737,P009,S03,2,585.63,0.25,723.0,1171.26,1446.0,-274.74
1773,2024-01-06,C0095,P024,S03,4,1450.0,0.0,987.0,5800.0,3948.0,1852.0
14595,2024-01-06,C0737,P011,S03,1,410.0,0.0,319.0,410.0,319.0,91.0
14594,2024-01-06,C0737,P030,S03,3,1080.0,0.0,781.0,3240.0,2343.0,897.0
2070,2024-01-06,C0112,P025,S03,24,475.0,0.05,320.0,11400.0,7680.0,3720.0
14592,2024-01-06,C0737,P012,S03,4,1490.0,0.0,920.0,5960.0,3680.0,2280.0
11987,2024-01-06,C0596,P031,S02,1,2390.0,0.0,1817.0,2390.0,1817.0,573.0
14593,2024-01-06,C0737,P006,S03,3,1110.0,0.0,761.0,3330.0,2283.0,1047.0
9047,2024-01-07,C0450,P028,S03,2,360.0,0.0,222.0,720.0,444.0,276.0
9045,2024-01-07,C0450,P013,S03,4,2160.0,0.0,1355.0,8640.0,5420.0,3220.0
9046,2024-01-07,C0450,P009,S03,4,585.63,0.25,723.0,2342.52,2892.0,-549.48
15310,2024-01-07,C0782,P020,S04,3,2446.52,0.1,2517.0,7339.56,7551.0,-211.44
15311,2024-01-07,C0782,P028,S04,1,360.0,0.0,222.0,360.0,222.0,138.0
8341,2024-01-07,C0420,P012,S05,7,1490.0,0.0,920.0,10430.0,6440.0,3990.0
15452,2024-01-07,C0789,P031,S04,2,2390.0,0.0,1817.0,4780.0,3634.0,1146.0
15450,2024-01-07,C0789,P011,S04,1,410.0,0.0,319.0,410.0,319.0,91.0
15451,2024-01-07,C0789,P016,S04,1,1824.0,0.05,1436.0,1824.0,1436.0,388.0
3440,2024-01-08,C0177,P022,S03,3,2060.0,0.0,1410.0,6180.0,4230.0,1950.0
9367,2024-01-08,C0462,P018,S03,4,1480.0,0.0,1121.0,5920.0,4484.0,1436.0
9366,2024-01-08,C0462,P030,S03,3,972.0,0.1,781.0,2916.0,2343.0,573.0
1768,2024-01-08,C0095,P012,S03,4,1490.0,0.0,920.0,5960.0,3680.0,2280.0
13540,2024-01-08,C0679,P016,S03,9,1824.0,0.05,1436.0,16416.0,12924.0,3492.0
5286,2024-01-08,C0269,P030,S03,3,1080.0,0.0,781.0,3240.0,2343.0,897.0
1769,2024-01-08,C0095,P024,S03,3,1450.0,0.0,987.0,4350.0,2961.0,1389.0
13539,2024-01-08,C0679,P019,S03,10,4075.5,0.05,2704.0,40755.0,27040.0,13715.0
13541,2024-01-08,C0679,P012,S03,16,1490.0,0.0,920.0,23840.0,14720.0,9120.0
9365,2024-01-08,C0462,P017,S03,5,1392.77,0.2,1612.0,6963.85,8060.0,-1096.15
4925,2024-01-08,C0252,P016,S03,2,1920.0,0.0,1436.0,3840.0,2872.0,968.0
10310,2024-01-08,C0515,P010,S02,2,1720.0,0.0,1269.0,3440.0,2538.0,902.0
15407,2024-01-09,C0786,P007,S04,1,1420.0,0.0,850.0,1420.0,850.0,570.0
4102,2024-01-09,C0215,P037,S02,3,4310.0,0.0,3280.0,12930.0,9840.0,3090.0
15406,2024-01-09,C0786,P018,S04,1,1480.0,0.0,1121.0,1480.0,1121.0,359.0
15405,2024-01-09,C0786,P034,S04,1,798.0,0.05,540.0,798.0,540.0,258.0
4101,2024-01-09,C0215,P024,S02,4,1450.0,0.0,987.0,5800.0,3948.0,1852.0
1793,2024-01-09,C0096,P007,S02,4,1420.0,0.0,850.0,5680.0,3400.0,2280.0
1794,2024-01-09,C0096,P012,S02,2,1341.0,0.1,920.0,2682.0,1840.0,842.0
86,2024-01-09,C0007,P005,S03,4,1081.4,0.15,1178.0,4325.6,4712.0,-386.4
13767,2024-01-09,C0692,P007,S05,3,1420.0,0.0,850.0,4260.0,2550.0,1710.0
14438,2024-01-09,C0732,P020,S04,3,2310.61,0.15,2517.0,6931.83,7551.0,-619.17
4099,2024-01-09,C0215,P014,S02,6,2490.0,0.0,1475.0,14940.0,8850.0,6090.0
85,2024-01-09,C0007,P009,S03,5,702.76,0.1,723.0,3513.8,3615.0,-101.2
5761,2024-01-09,C0292,P009,S03,14,702.76,0.1,723.0,9838.64,10122.0,-283.36
4081,2024-01-09,C0214,P009,S05,5,702.76,0.1,723.0,3513.8,3615.0,-101.2
4082,2024-01-09,C0214,P031,S05,3,2390.0,0.0,1817.0,7170.0,5451.0,1719.0
5762,2024-01-09,C0292,P005,S03,16,954.18,0.25,1178.0,15266.88,18848.0,-3581.12
4100,2024-01-09,C0215,P032,S02,6,5700.0,0.0,4253.0,34200.0,25518.0,8682.0
4879,2024-01-10,C0250,P032,S03,21,5700.0,0.0,4253.0,119700.0,89313.0,30387.0
4878,2024-01-10,C0250,P037,S03,15,3879.0,0.1,3280.0,58185.0,49200.0,8985.0
11072,2024-01-10,C0550,P002,S01,3,972.0,0.1,689.0,2916.0,2067.0,849.0
14929,2024-01-10,C0755,P009,S02,2,585.63,0.25,723.0,1171.26,1446.0,-274.74
6176,2024-01-10,C0316,P018,S02,8,1332.0,0.1,1121.0,10656.0,8968.0,1688.0
14928,2024-01-10,C0755,P008,S02,2,997.5,0.05,682.0,1995.0,1364.0,631.0
11991,2024-01-10,C0596,P014,S02,2,2490.0,0.0,1475.0,4980.0,2950.0,2030.0
1161,2024-01-10,C0060,P008,S04,4,1050.0,0.0,682.0,4200.0,2728.0,1472.0
1338,2024-01-10,C0075,P027,S02,14,675.0,0.1,477.0,9450.0,6678.0,2772.0
13889,2024-01-10,C0702,P012,S02,2,1490.0,0.0,920.0,2980.0,1840.0,1140.0
13890,2024-01-10,C0702,P022,S02,3,2060.0,0.0,1410.0,6180.0,4230.0,1950.0
11486,2024-01-10,C0568,P032,S03,22,5700.0,0.0,4253.0,125400.0,93566.0,31834.0
1160,2024-01-10,C0060,P013,S04,4,2160.0,0.0,1355.0,8640.0,5420.0,3220.0
8579,2024-01-10,C0436,P010,S02,20,1634.0,0.05,1269.0,32680.0,25380.0,7300.0
2697,2024-01-10,C0141,P002,S03,4,1080.0,0.0,689.0,4320.0,2756.0,1564.0
7503,2024-01-10,C0376,P004,S01,3,1168.5,0.05,773.0,3505.5,2319.0,1186.5
7502,2024-01-10,C0376,P005,S01,7,954.18,0.25,1178.0,6679.26,8246.0,-1566.74
7501,2024-01-10,C0376,P028,S01,2,324.0,0.1,222.0,648.0,444.0,204.0
2696,2024-01-10,C0141,P033,S03,3,7900.0,0.0,4926.0,23700.0,14778.0,8922.0
2695,2024-01-10,C0141,P018,S03,2,1480.0,0.0,1121.0,2960.0,2242.0,718.0
13888,2024-01-10,C0702,P018,S02,1,1480.0,0.0,1121.0,1480.0,1121.0,359.0
11487,2024-01-10,C0568,P037,S03,14,4310.0,0.0,3280.0,60340.0,45920.0,14420.0
5491,2024-01-11,C0282,P020,S04,5,2174.69,0.2,2517.0,10873.45,12585.0,-1711.55
6817,2024-01-11,C0341,P031,S04,2,2390.0,0.0,1817.0,4780.0,3634.0,1146.0
2786,2024-01-11,C0145,P019,S02,1,4290.0,0.0,2704.0,4290.0,2704.0,1586.0
6815,2024-01-11,C0341,P037,S04,2,4094.5,0.05,3280.0,8189.0,6560.0,1629.0
2787,2024-01-11,C0145,P013,S02,5,2160.0,0.0,1355.0,10800.0,6775.0,4025.0
8725,2024-01-11,C0441,P001,S03,6,1440.0,0.0,996.0,8640.0,5976.0,2664.0
2785,2024-01-11,C0145,P020,S02,3,2038.77,0.25,2517.0,6116.31,7551.0,-1434.69
8726,2024-01-11,C0441,P031,S03,6,2390.0,0.0,1817.0,14340.0,10902.0,3438.0
8724,2024-01-11,C0441,P024,S03,18,1305.0,0.1,987.0,23490.0,17766.0,5724.0
15466,2024-01-11,C0790,P002,S04,3,972.0,0.1,689.0,2916.0,2067.0,849.0
4050,2024-01-11,C0211,P020,S02,4,2446.52,0.1,2517.0,9786.08,10068.0,-281.92
6255,2024-01-11,C0319,P024,S04,4,1450.0,0.0,987.0,5800.0,3948.0,1852.0
6816,2024-01-11,C0341,P032,S04,1,5700.0,0.0,4253.0,5700.0,4253.0,1447.0
2471,2024-01-11,C0127,P008,S04,4,1050.0,0.0,682.0,4200.0,2728.0,1472.0
5117,2024-01-12,C0260,P025,S03,17,500.0,0.0,320.0,8500.0,5440.0,3060.0
5118,2024-01-12,C0260,P031,S03,17,2390.0,0.0,1817.0,40630.0,30889.0,9741.0
5049,2024-01-12,C0257,P019,S03,2,4075.5,0.05,2704.0,8151.0,5408.0,2743.0
5116,2024-01-12,C0260,P011,S03,22,410.0,0.0,319.0,9020.0,7018.0,2002.0
5297,2024-01-12,C0270,P002,S04,4,1080.0,0.0,689.0,4320.0,2756.0,1564.0
14598,2024-01-12,C0737,P011,S03,4,389.5,0.05,319.0,1558.0,1276.0,282.0
5046,2024-01-12,C0257,P027,S03,4,750.0,0.0,477.0,3000.0,1908.0,1092.0
10314,2024-01-12,C0515,P018,S05,3,1480.0,0.0,1121.0,4440.0,3363.0,1077.0
10313,2024-01-12,C0515,P006,S05,2,1054.5,0.05,761.0,2109.0,1522.0,587.0
10312,2024-01-12,C0515,P005,S05,3,954.18,0.25,1178.0,2862.54,3534.0,-671.46
5047,2024-01-12,C0257,P022,S03,1,2060.0,0.0,1410.0,2060.0,1410.0,650.0
5302,2024-01-12,C0270,P004,S03,15,1230.0,0.0,773.0,18450.0,11595.0,6855.0
10311,2024-01-12,C0515,P007,S05,1,1420.0,0.0,850.0,1420.0,850.0,570.0
5048,2024-01-12,C0257,P016,S03,3,1920.0,0.0,1436.0,5760.0,4308.0,1452.0
5301,2024-01-12,C0270,P009,S03,12,702.76,0.1,723.0,8433.12,8676.0,-242.88
1988,2024-01-13,C0108,P020,S03,7,2446.52,0.1,2517.0,17125.64,17619.0,-493.36
4143,2024-01-13,C0215,P001,S02,6,1440.0,0.0,996.0,8640.0,5976.0,2664.0
5839,2024-01-13,C0298,P018,S04,1,1480.0,0.0,1121.0,1480.0,1121.0,359.0
5840,2024-01-13,C0298,P030,S04,4,1080.0,0.0,781.0,4320.0,3124.0,1196.0
5841,2024-01-13,C0298,P016,S04,4,1920.0,0.0,1436.0,7680.0,5744.0,1936.0
760,2024-01-13,C0041,P032,S03,3,5700.0,0.0,4253.0,17100.0,12759.0,4341.0
4144,2024-01-13,C0215,P027,S02,7,750.0,0.0,477.0,5250.0,3339.0,1911.0
761,2024-01-13,C0041,P009,S03,1,663.71,0.15,723.0,663.71,723.0,-59.29
4142,2024-01-13,C0215,P008,S02,6,1050.0,0.0,682.0,6300.0,4092.0,2208.0
9576,2024-01-13,C0477,P031,S04,9,2270.5,0.05,1817.0,20434.5,16353.0,4081.5
9575,2024-01-13,C0477,P026,S04,10,1320.5,0.05,855.0,13205.0,8550.0,4655.0
9574,2024-01-13,C0477,P037,S04,6,4310.0,0.0,3280.0,25860.0,19680.0,6180.0
3161,2024-01-13,C0168,P035,S03,1,4702.5,0.05,3093.0,4702.5,3093.0,1609.5
3160,2024-01-13,C0168,P037,S03,3,4310.0,0.0,3280.0,12930.0,9840.0,3090.0
5271,2024-01-13,C0269,P033,S03,6,7900.0,0.0,4926.0,47400.0,29556.0,17844.0
5270,2024-01-13,C0269,P002,S03,5,1026.0,0.05,689.0,5130.0,3445.0,1685.0
5272,2024-01-13,C0269,P037,S03,8,3879.0,0.1,3280.0,31032.0,26240.0,4792.0
10029,2024-01-14,C0501,P005,S03,1,954.18,0.25,1178.0,954.18,1178.0,-223.82
10030,2024-01-14,C0501,P025,S03,5,500.0,0.0,320.0,2500.0,1600.0,900.0
10031,2024-01-14,C0501,P034,S03,3,840.0,0.0,540.0,2520.0,1620.0,900.0
8843,2024-01-14,C0444,P001,S02,16,1440.0,0.0,996.0,23040.0,15936.0,7104.0
6670,2024-01-14,C0337,P007,S03,4,1349.0,0.05,850.0,5396.0,3400.0,1996.0
6671,2024-01-14,C0337,P016,S03,4,1920.0,0.0,1436.0,7680.0,5744.0,1936.0
10033,2024-01-14,C0501,P026,S03,5,1390.0,0.0,855.0,6950.0,4275.0,2675.0
10032,2024-01-14,C0501,P028,S03,3,360.0,0.0,222.0,1080.0,666.0,414.0
5169,2024-01-14,C0264,P027,S04,6,712.5,0.05,477.0,4275.0,2862.0,1413.0
8842,2024-01-14,C0444,P035,S02,9,4950.0,0.0,3093.0,44550.0,27837.0,16713.0
10062,2024-01-14,C0502,P010,S02,2,1720.0,0.0,1269.0,3440.0,2538.0,902.0
9663,2024-01-14,C0484,P016,S03,6,1920.0,0.0,1436.0,11520.0,8616.0,2904.0
5170,2024-01-14,C0264,P019,S04,12,4290.0,0.0,2704.0,51480.0,32448.0,19032.0
5929,2024-01-14,C0305,P028,S03,7,360.0,0.0,222.0,2520.0,1554.0,966.0
5930,2024-01-14,C0305,P022,S03,5,2060.0,0.0,1410.0,10300.0,7050.0,3250.0
3422,2024-01-14,C0175,P024,S03,2,1450.0,0.0,987.0,2900.0,1974.0,926.0
7621,2024-01-14,C0380,P007,S03,3,1420.0,0.0,850.0,4260.0,2550.0,1710.0
7622,2024-01-14,C0380,P033,S03,1,7900.0,0.0,4926.0,7900.0,4926.0,2974.0
5931,2024-01-14,C0305,P008,S03,3,1050.0,0.0,682.0,3150.0,2046.0,1104.0
318,2024-01-15,C0022,P008,S05,2,997.5,0.05,682.0,1995.0,1364.0,631.0
5963,2024-01-15,C0305,P019,S03,6,4075.5,0.05,2704.0,24453.0,16224.0,8229.0
5962,2024-01-15,C0305,P034,S03,5,840.0,0.0,540.0,4200.0,2700.0,1500.0
5961,2024-01-15,C0305,P024,S03,6,1305.0,0.1,987.0,7830.0,5922.0,1908.0
2551,2024-01-15,C0131,P012,S02,3,1490.0,0.0,920.0,4470.0,2760.0,1710.0
319,2024-01-15,C0022,P019,S05,7,3861.0,0.1,2704.0,27027.0,18928.0,8099.0
320,2024-01-15,C0022,P002,S05,8,972.0,0.1,689.0,7776.0,5512.0,2264.0
9243,2024-01-15,C0458,P006,S05,2,1110.0,0.0,761.0,2220.0,1522.0,698.0
9017,2024-01-15,C0449,P006,S05,16,1110.0,0.0,761.0,17760.0,12176.0,5584.0
9018,2024-01-15,C0449,P019,S05,22,4290.0,0.0,2704.0,94380.0,59488.0,34892.0
9830,2024-01-15,C0493,P033,S03,2,7900.0,0.0,4926.0,15800.0,9852.0,5948.0
9084,2024-01-15,C0451,P010,S04,21,1720.0,0.0,1269.0,36120.0,26649.0,9471.0
7826,2024-01-15,C0394,P001,S04,1,1440.0,0.0,996.0,1440.0,996.0,444.0
2550,2024-01-15,C0131,P037,S02,4,4094.5,0.05,3280.0,16378.0,13120.0,3258.0
9085,2024-01-15,C0451,P035,S04,21,4950.0,0.0,3093.0,103950.0,64953.0,38997.0
11413,2024-01-15,C0564,P022,S03,4,2060.0,0.0,1410.0,8240.0,5640.0,2600.0
3457,2024-01-15,C0177,P004,S03,4,1168.5,0.05,773.0,4674.0,3092.0,1582.0
3458,2024-01-15,C0177,P014,S03,1,2241.0,0.1,1475.0,2241.0,1475.0,766.0
8033,2024-01-15,C0406,P001,S03,2,1440.0,0.0,996.0,2880.0,1992.0,888.0
8034,2024-01-15,C0406,P011,S03,3,410.0,0.0,319.0,1230.0,957.0,273.0
8035,2024-01-15,C0406,P017,S03,4,1566.86,0.1,1612.0,6267.44,6448.0,-180.56
11412,2024-01-15,C0564,P010,S03,7,1548.0,0.1,1269.0,10836.0,8883.0,1953.0
14907,2024-01-15,C0755,P027,S01,5,750.0,0.0,477.0,3750.0,2385.0,1365.0
10193,2024-01-15,C0509,P024,S03,2,1377.5,0.05,987.0,2755.0,1974.0,781.0
10133,2024-01-15,C0505,P018,S05,24,1332.0,0.1,1121.0,31968.0,26904.0,5064.0
10132,2024-01-15,C0505,P013,S05,16,2160.0,0.0,1355.0,34560.0,21680.0,12880.0
11856,2024-01-15,C0586,P034,S02,3,840.0,0.0,540.0,2520.0,1620.0,900.0
